incident_number,assignment_group,status,resolution_notes,MTTR,Priority,created_date,incident_description
INC104060,LCH - Service1 - Support,Completed,Access: New role permissions assigned manually.,8.43,P4,2024-01-21,intern unable to log into CRM from HR portal environment. Share level among training attorney.
INC104061,LCH - Service2 - Support,Completed,Database: Optimized SQL query to resolve timeout.,8.65,P4,2024-01-21,finance user faced timeout error in email gateway queries run from London office. Anything describe defense true.
INC104062,LCH - Service2 - Support,Completed,Hardware: Power unit replacement resolved the issue.,12.72,P2,2024-01-21,manager's device at NY data center showed signs of failure during diagnostics. Military bar road.
INC104063,LCH - Service1 - Support,Completed,Hardware: Replaced faulty RAM module.,5.58,P4,2024-01-21,finance user's device at London office showed signs of failure during diagnostics. Clearly career lawyer organization.
INC104064,LCH - Service2 - Support,Completed,Database: Cleared blocking session and restarted job.,9.66,P4,2024-01-21,analyst faced timeout error in VPN client queries run from VPN network. Both real medical south bill.
INC104065,LCH - Service1 - Support,Completed,Software: Reinstalled software after registry clean-up.,14.03,P3,2024-01-21,developer experienced software crash while accessing VPN client at London office. Seem add marriage.
INC104066,LCH - Service2 - Support,In-Progress,Database: Table indexing completed to improve performance.,15.07,P4,2024-01-21,finance user faced timeout error in VPN client queries run from HR portal. Agent account blue couple owner wish.
INC104067,LCH - Service2 - Support,In-Progress,Database: Optimized SQL query to resolve timeout.,12.47,P4,2024-01-21,finance user faced timeout error in email gateway queries run from London office. Offer actually health month culture.
INC104068,LCH - Service2 - Support,Completed,Database: Cleared blocking session and restarted job.,16.69,P4,2024-01-21,intern faced timeout error in email gateway queries run from VPN network. Become ball project.
INC104069,LCH - Service1 - Support,Completed,Hardware: Replaced faulty RAM module.,10.82,P3,2024-01-21,analyst's device at VPN network showed signs of failure during diagnostics. Second part trip develop central prove.
INC104070,LCH - Service1 - Support,Completed,Software: Reinstalled software after registry clean-up.,13.33,P4,2024-01-21,IT support experienced software crash while accessing data warehouse at remote session. Kitchen sense part since mouth.
INC104071,LCH - Service2 - Support,In-Progress,Access: New role permissions assigned manually.,7.9,P4,2024-01-21,manager unable to log into email gateway from VPN network environment. Pass authority start fear.
INC104072,LCH - Service1 - Support,Completed,Hardware: Power unit replacement resolved the issue.,23.25,P4,2024-01-21,developer's device at London office showed signs of failure during diagnostics. Writer than machine.
INC104073,LCH - Service1 - Support,Completed,Network: DHCP reconfiguration fixed IP allocation.,8.56,P4,2024-01-21,IT support reported network disruption at remote session affecting VPN client. Black heavy wife single social.
INC104074,LCH - Service2 - Support,Completed,Software: Patched application resolved crash issue.,9.76,P4,2024-01-21,developer experienced software crash while accessing email gateway at NY data center. About memory international.
INC104075,LCH - Service2 - Support,Completed,Software: Updated dependency libraries to resolve error.,4.66,P4,2024-01-21,finance user experienced software crash while accessing SSO at London office. Financial wear suffer.
INC104076,LCH - Service1 - Support,Completed,Hardware: Cleaned fan assembly and updated BIOS.,1.59,P4,2024-01-21,analyst's device at remote session showed signs of failure during diagnostics. More tend specific.
INC104077,LCH - Service2 - Support,Completed,Hardware: Replaced faulty RAM module.,7.57,P4,2024-01-21,manager's device at London office showed signs of failure during diagnostics. Professional yeah collection toward give.
INC104078,LCH - Service1 - Support,In-Progress,Access: Group membership updated in AD.,6.55,P4,2024-01-21,developer unable to log into VPN client from NY data center environment. Specific million through.
INC104079,LCH - Service2 - Support,Completed,Database: Cleared blocking session and restarted job.,2.27,P4,2024-01-21,finance user faced timeout error in VPN client queries run from HR portal. Identify budget himself public law individual always.
INC104080,LCH - Service2 - Support,Cancelled,Database: Cleared blocking session and restarted job.,5.05,P4,2024-01-21,IT support faced timeout error in CRM queries run from HR portal. Result maybe account.
INC104081,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,8.61,P4,2024-01-21,developer faced timeout error in SSO queries run from HR portal. After buy different.
INC104082,LCH - Service1 - Support,Completed,Access: Group membership updated in AD.,15.26,P4,2024-01-21,finance user unable to log into email gateway from VPN network environment. Condition for case dog upon push.
INC104083,LCH - Service2 - Support,Completed,Database: Table indexing completed to improve performance.,4.31,P2,2024-01-21,manager faced timeout error in SSO queries run from HR portal. Do wind more blood.
INC104084,LCH - Service1 - Support,In-Progress,Database: Optimized SQL query to resolve timeout.,15.43,P4,2024-01-21,analyst faced timeout error in data warehouse queries run from NY data center. Project also relationship.
INC104085,LCH - Service2 - Support,In-Progress,Software: Patched application resolved crash issue.,11.09,P2,2024-01-21,finance user experienced software crash while accessing CRM at VPN network. Market rock public serve improve wait.
INC104086,LCH - Service2 - Support,Completed,Database: Table indexing completed to improve performance.,12.35,P4,2024-01-21,analyst faced timeout error in VPN client queries run from NY data center. Turn no south art agent.
INC104087,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,5.89,P4,2024-01-21,IT support faced timeout error in data warehouse queries run from VPN network. Concern lot side.
INC104088,LCH - Service1 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,0.05,P3,2024-01-21,finance user reported network disruption at NY data center affecting CRM. Growth camera often.
INC104089,LCH - Service2 - Support,Completed,Network: DHCP reconfiguration fixed IP allocation.,7.31,P3,2024-01-21,intern reported network disruption at NY data center affecting CRM. Stuff hard beautiful while race.
INC104090,LCH - Service1 - Support,Completed,Hardware: Replaced faulty RAM module.,19.21,P4,2024-01-21,intern's device at London office showed signs of failure during diagnostics. Help place cold early care office.
INC104091,LCH - Service1 - Support,Completed,Software: Reinstalled software after registry clean-up.,15.56,P4,2024-01-21,IT support experienced software crash while accessing VPN client at HR portal. Citizen there yes describe.
INC104092,LCH - Service2 - Support,In-Progress,Network: DHCP reconfiguration fixed IP allocation.,9.05,P3,2024-01-21,manager reported network disruption at NY data center affecting data warehouse. Job level writer mission fear sit.
INC104093,LCH - Service2 - Support,Completed,Database: Optimized SQL query to resolve timeout.,2.67,P4,2024-01-21,manager faced timeout error in VPN client queries run from remote session. Yard drop teach there.
INC104094,LCH - Service1 - Support,Completed,Hardware: Replaced faulty RAM module.,13.32,P4,2024-01-21,IT support's device at remote session showed signs of failure during diagnostics. Learn weight time.
INC104095,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,13.2,P4,2024-01-21,manager reported network disruption at VPN network affecting SSO. Cause government face subject example case.
INC104096,LCH - Service2 - Support,Cancelled,Hardware: Cleaned fan assembly and updated BIOS.,9.26,P4,2024-01-21,developer's device at VPN network showed signs of failure during diagnostics. One body suffer resource.
INC104097,LCH - Service1 - Support,In-Progress,Database: Optimized SQL query to resolve timeout.,16.23,P4,2024-01-21,IT support faced timeout error in VPN client queries run from NY data center. Strong available place prove order.
INC104098,LCH - Service2 - Support,In-Progress,Database: Optimized SQL query to resolve timeout.,7.05,P4,2024-01-21,intern faced timeout error in CRM queries run from London office. Fear film camera bad actually either.
INC104099,LCH - Service2 - Support,Completed,Database: Cleared blocking session and restarted job.,6.94,P4,2024-01-21,intern faced timeout error in CRM queries run from London office. Wish difference than degree choice then.
INC104100,LCH - Service1 - Support,In-Progress,Database: Optimized SQL query to resolve timeout.,8.3,P4,2024-01-21,intern faced timeout error in VPN client queries run from NY data center. Day over free something two condition.
